time,symbol,open,high,low,close,atr,supertrend,trend,upper,lower,ema,position,signal,reason
2026-07-17 09:30,TCS,2233.50,2240.30,2231.00,2237.40,10.45,2225.75,1,2251.32,2225.75,2204.73,1,,
2026-07-17 09:30,ETERNAL,286.75,287.25,286.00,286.95,1.47,287.22,-1,287.22,284.54,289.55,0,,
2026-07-17 09:30,UNIONBANK,168.79,169.30,168.32,168.32,0.89,169.90,-1,169.90,168.21,170.24,0,,
2026-07-17 09:30,HDFCAMC,2604.00,2623.70,2603.00,2616.80,11.59,2595.96,1,2613.69,2595.96,2634.97,0,,
2026-07-17 09:45,INFY,1104.50,1104.50,1097.50,1099.90,5.79,1109.68,-1,1109.68,1102.05,1089.63,0,EXIT,trail SL | st=1109.68
2026-07-17 09:45,ETERNAL,287.00,287.45,285.00,285.00,1.54,287.22,-1,287.22,284.54,289.37,0,,
2026-07-17 09:45,TCS,2238.00,2242.50,2228.10,2233.50,10.73,2225.75,1,2251.32,2225.75,2205.86,1,,
2026-07-17 09:45,HDFCAMC,2617.80,2634.30,2617.00,2624.10,12.01,2607.63,1,2643.67,2607.63,2634.54,0,,
2026-07-17 09:45,UNIONBANK,168.39,168.67,167.73,168.00,0.90,169.54,-1,169.54,168.21,170.15,0,,
2026-07-17 10:00,HDFCAMC,2624.20,2654.00,2620.00,2644.30,13.58,2616.62,1,2643.67,2616.62,2634.92,0,,
2026-07-17 10:00,TCS,2233.70,2235.00,2224.00,2229.60,10.75,2225.75,1,2245.62,2225.75,2206.79,1,,
2026-07-17 10:00,ETERNAL,285.05,285.25,284.05,284.90,1.52,286.93,-1,286.93,284.54,289.20,0,,
2026-07-17 10:00,INFY,1099.30,1102.00,1098.00,1101.30,5.66,1108.49,-1,1108.49,1091.51,1090.09,0,,
2026-07-17 10:00,UNIONBANK,168.05,168.59,167.60,168.33,0.90,169.45,-1,169.45,166.74,170.08,0,,
2026-07-17 10:15,TCS,2230.00,2232.00,2223.00,2224.50,10.62,2243.44,-1,2243.44,2225.75,2207.49,0,EXIT,BREAKEVEN | entry=2224.80
2026-07-17 10:15,INFY,1101.10,1101.90,1096.50,1098.40,5.64,1107.66,-1,1107.66,1091.51,1090.41,0,,
2026-07-17 10:15,ETERNAL,284.80,286.50,284.80,286.20,1.53,286.93,-1,286.93,284.54,289.08,0,,
2026-07-17 10:15,UNIONBANK,168.35,168.68,168.22,168.44,0.87,169.45,-1,169.45,167.14,170.02,0,,
2026-07-17 10:15,HDFCAMC,2645.60,2662.30,2642.40,2656.00,14.03,2631.30,1,2673.40,2631.30,2635.75,0,,
2026-07-17 10:30,ETERNAL,286.25,286.30,285.20,285.20,1.50,286.93,-1,286.93,284.54,288.93,0,,
2026-07-17 10:30,INFY,1098.50,1100.90,1097.70,1098.10,5.47,1107.50,-1,1107.50,1091.51,1090.71,0,,
2026-07-17 10:30,TCS,2224.30,2232.00,2223.50,2230.90,10.47,2243.44,-1,2243.44,2212.04,2208.41,0,,
2026-07-17 10:30,UNIONBANK,168.42,168.74,168.00,168.13,0.86,169.45,-1,169.45,167.14,169.94,0,,
2026-07-17 10:30,HDFCAMC,2655.00,2668.00,2645.70,2647.60,14.63,2634.91,1,2673.40,2634.91,2636.21,0,,
2026-07-17 10:45,HDFCAMC,2646.40,2649.60,2638.20,2640.20,14.39,2634.91,1,2665.49,2634.91,2636.37,0,,
2026-07-17 10:45,INFY,1098.30,1099.70,1096.10,1098.80,5.33,1105.90,-1,1105.90,1091.51,1091.03,0,,
2026-07-17 10:45,TCS,2230.40,2235.00,2228.00,2234.20,10.22,2243.44,-1,2243.44,2216.16,2209.42,0,,
2026-07-17 10:45,ETERNAL,285.30,285.75,285.05,285.50,1.44,286.93,-1,286.93,284.54,288.79,0,,
2026-07-17 10:45,UNIONBANK,168.18,168.18,167.34,167.80,0.86,169.05,-1,169.05,167.14,169.86,0,,
2026-07-17 11:00,TCS,2233.50,2244.10,2231.30,2240.00,10.41,2243.44,-1,2243.44,2222.09,2210.62,0,,
2026-07-17 11:00,INFY,1098.70,1100.00,1095.20,1096.50,5.30,1105.54,-1,1105.54,1091.51,1091.24,0,,
2026-07-17 11:00,ETERNAL,285.20,285.70,284.55,285.25,1.42,286.93,-1,286.93,284.54,288.65,0,,
2026-07-17 11:00,HDFCAMC,2641.10,2653.30,2640.00,2641.50,14.32,2634.91,1,2665.49,2634.91,2636.57,0,,
2026-07-17 11:00,UNIONBANK,167.75,167.80,167.03,167.40,0.85,168.69,-1,168.69,167.14,169.76,0,,
2026-07-17 11:15,INFY,1096.60,1099.40,1095.50,1096.10,5.20,1105.24,-1,1105.24,1091.51,1091.43,-1,,
2026-07-17 11:15,TCS,2240.00,2247.80,2240.00,2244.40,10.22,2228.57,1,2243.44,2228.57,2211.94,1,BUY,flip UP | atr=10.22 st=2228.57 sl=2229.07
2026-07-17 11:15,ETERNAL,285.35,285.35,284.60,284.80,1.37,286.93,-1,286.93,284.54,288.50,0,,
2026-07-17 11:15,UNIONBANK,167.40,167.45,167.12,167.18,0.82,168.51,-1,168.51,167.14,169.66,0,,
2026-07-17 11:15,HDFCAMC,2647.60,2648.00,2641.00,2641.90,13.79,2634.91,1,2665.19,2634.91,2636.78,0,,
2026-07-17 11:30,INFY,1095.70,1099.90,1095.70,1098.50,5.12,1105.24,-1,1105.24,1091.51,1091.71,-1,,
2026-07-17 11:30,TCS,2245.00,2255.60,2244.40,2251.00,10.29,2234.56,1,2265.44,2234.56,2213.47,1,,
2026-07-17 11:30,ETERNAL,284.75,286.75,284.50,286.55,1.44,286.93,-1,286.93,284.54,288.43,0,,
2026-07-17 11:30,UNIONBANK,167.25,167.28,166.74,167.06,0.80,168.20,-1,168.20,167.14,169.56,0,,
2026-07-17 11:30,HDFCAMC,2641.70,2646.80,2640.00,2643.10,13.29,2634.91,1,2663.34,2634.91,2637.03,0,,
2026-07-17 11:45,UNIONBANK,167.03,167.23,167.01,167.09,0.75,168.20,-1,168.20,165.99,169.46,0,,
2026-07-17 11:45,TCS,2251.80,2255.00,2250.00,2254.40,9.91,2237.63,1,2265.44,2237.63,2215.08,1,,
2026-07-17 11:45,INFY,1098.70,1099.40,1097.10,1098.40,4.92,1105.24,-1,1105.24,1091.51,1091.97,-1,,
2026-07-17 11:45,HDFCAMC,2643.00,2650.00,2641.50,2643.40,12.95,2634.91,1,2663.34,2634.91,2637.28,0,,
2026-07-17 11:45,ETERNAL,286.60,286.90,285.80,286.10,1.41,286.93,-1,286.93,284.54,288.34,0,,
2026-07-17 12:00,TCS,2254.70,2257.60,2252.00,2255.30,9.61,2240.39,1,2265.44,2240.39,2216.66,1,,
2026-07-17 12:00,INFY,1097.90,1101.90,1096.70,1099.40,4.94,1105.24,-1,1105.24,1091.89,1092.27,-1,,
2026-07-17 12:00,UNIONBANK,167.11,167.33,166.63,166.73,0.75,168.11,-1,168.11,165.99,169.36,0,,
2026-07-17 12:00,ETERNAL,286.05,286.95,285.95,286.70,1.38,286.93,-1,286.93,284.54,288.27,0,,
2026-07-17 12:00,HDFCAMC,2643.10,2647.00,2640.10,2647.00,12.52,2634.91,1,2662.33,2634.91,2637.66,0,,
2026-07-17 12:15,TCS,2255.20,2264.00,2255.00,2261.00,9.56,2245.16,1,2265.44,2245.16,2218.39,1,,
2026-07-17 12:15,ETERNAL,286.75,286.95,286.15,286.45,1.34,286.93,-1,286.93,284.54,288.20,0,,
2026-07-17 12:15,INFY,1099.20,1102.00,1099.00,1101.30,4.80,1105.24,-1,1105.24,1093.29,1092.62,-1,,
2026-07-17 12:15,UNIONBANK,166.78,167.07,166.66,166.81,0.73,167.95,-1,167.95,165.99,169.26,0,,
2026-07-17 12:15,HDFCAMC,2646.90,2648.00,2642.10,2643.20,12.05,2634.91,1,2662.33,2634.91,2637.88,0,,
2026-07-17 12:30,TCS,2261.10,2266.00,2258.80,2265.70,9.39,2248.31,1,2265.44,2248.31,2220.25,1,,
2026-07-17 12:30,INFY,1101.40,1102.90,1100.60,1102.10,4.63,1105.24,-1,1105.24,1094.81,1092.99,-1,,
2026-07-17 12:30,UNIONBANK,166.75,166.81,166.34,166.55,0.71,167.64,-1,167.64,165.99,169.15,0,,
2026-07-17 12:30,ETERNAL,286.50,287.05,286.10,286.40,1.31,286.93,-1,286.93,284.61,288.13,0,,
2026-07-17 12:30,HDFCAMC,2643.40,2654.20,2643.00,2647.80,11.99,2634.91,1,2662.33,2634.91,2638.27,0,,
2026-07-17 12:45,INFY,1102.20,1103.10,1099.70,1102.60,4.54,1105.24,-1,1105.24,1094.81,1093.37,-1,,
2026-07-17 12:45,TCS,2266.00,2266.80,2261.20,2266.00,9.12,2250.32,1,2277.68,2250.32,2222.04,1,,
2026-07-17 12:45,ETERNAL,286.45,286.50,285.70,286.05,1.28,286.93,-1,286.93,284.61,288.05,0,,
2026-07-17 12:45,UNIONBANK,166.52,167.27,166.52,167.25,0.71,167.64,-1,167.64,165.99,169.08,0,,
2026-07-17 12:45,HDFCAMC,2648.00,2649.10,2642.00,2647.10,11.64,2634.91,1,2662.33,2634.91,2638.61,0,,
2026-07-17 13:00,TCS,2266.50,2269.50,2264.60,2269.00,8.82,2253.82,1,2277.68,2253.82,2223.89,1,,
2026-07-17 13:00,INFY,1102.70,1103.00,1101.40,1101.90,4.33,1105.24,-1,1105.24,1095.71,1093.70,-1,,
2026-07-17 13:00,UNIONBANK,167.28,167.71,167.20,167.60,0.70,167.64,-1,167.64,166.41,169.02,0,,
2026-07-17 13:00,HDFCAMC,2646.70,2649.40,2645.30,2645.70,11.10,2634.91,1,2662.33,2634.91,2638.89,0,,
2026-07-17 13:00,ETERNAL,285.95,286.30,285.70,286.15,1.23,286.93,-1,286.93,284.61,287.97,0,,
2026-07-17 13:15,TCS,2268.80,2273.00,2267.20,2271.90,8.61,2257.19,1,2277.68,2257.19,2225.77,1,,
2026-07-17 13:15,HDFCAMC,2646.30,2647.10,2640.00,2642.90,10.81,2634.91,1,2659.77,2634.91,2639.05,0,,
2026-07-17 13:15,INFY,1102.00,1102.90,1100.10,1101.50,4.22,1105.24,-1,1105.24,1095.71,1094.01,-1,,
2026-07-17 13:15,ETERNAL,286.10,286.15,285.50,285.80,1.19,286.93,-1,286.93,284.61,287.89,0,,
2026-07-17 13:15,UNIONBANK,167.65,167.80,167.40,167.55,0.68,167.64,-1,167.64,166.59,168.96,0,,
2026-07-17 13:30,INFY,1101.70,1102.50,1097.00,1098.90,4.31,1105.24,-1,1105.24,1095.71,1094.20,-1,,
2026-07-17 13:30,ETERNAL,285.85,285.90,284.30,284.70,1.22,286.92,-1,286.92,284.61,287.76,0,,
2026-07-17 13:30,TCS,2272.00,2272.00,2270.00,2271.00,8.13,2258.80,1,2277.68,2258.80,2227.54,1,,
2026-07-17 13:30,UNIONBANK,167.57,168.20,167.37,168.06,0.69,166.75,1,167.64,166.75,168.92,0,,
2026-07-17 13:30,HDFCAMC,2643.00,2645.90,2642.40,2645.90,10.29,2634.91,1,2659.59,2634.91,2639.32,0,,
2026-07-17 13:45,ETERNAL,284.65,285.50,284.05,285.40,1.23,286.62,-1,286.62,284.61,287.67,0,,
2026-07-17 13:45,INFY,1098.70,1099.50,1097.20,1099.20,4.17,1104.60,-1,1104.60,1095.71,1094.40,-1,,
2026-07-17 13:45,UNIONBANK,168.07,168.18,167.80,168.15,0.66,166.99,1,168.99,166.99,168.89,0,,
2026-07-17 13:45,TCS,2271.30,2273.80,2270.00,2270.70,7.82,2260.16,1,2277.68,2260.16,2229.23,1,,
2026-07-17 13:45,HDFCAMC,2645.60,2651.50,2641.50,2648.80,10.27,2634.91,1,2659.59,2634.91,2639.69,0,,
2026-07-17 14:00,TCS,2270.10,2271.60,2270.00,2270.30,7.38,2260.16,1,2277.68,2260.16,2230.84,1,,
2026-07-17 14:00,UNIONBANK,168.11,168.11,167.52,167.86,0.66,166.99,1,168.81,166.99,168.85,0,,
2026-07-17 14:00,INFY,1099.40,1101.50,1099.20,1100.50,4.03,1104.60,-1,1104.60,1095.71,1094.64,-1,,
2026-07-17 14:00,ETERNAL,285.50,285.70,284.90,285.35,1.20,286.62,-1,286.62,284.61,287.58,0,,
2026-07-17 14:00,HDFCAMC,2648.50,2655.00,2645.60,2650.00,10.21,2634.99,1,2659.59,2634.99,2640.09,0,,
2026-07-17 14:15,ETERNAL,285.40,287.30,285.30,285.55,1.26,286.62,-1,286.62,284.61,287.50,0,,
2026-07-17 14:15,INFY,1100.60,1102.00,1094.00,1095.40,4.32,1104.48,-1,1104.48,1095.71,1094.67,-1,,
2026-07-17 14:15,TCS,2270.20,2273.80,2265.50,2267.00,7.45,2260.16,1,2277.68,2260.16,2232.26,1,,
2026-07-17 14:15,HDFCAMC,2653.70,2660.00,2648.40,2650.30,10.31,2638.74,1,2659.59,2638.74,2640.49,0,,
2026-07-17 14:15,UNIONBANK,167.88,168.84,167.61,167.76,0.70,167.17,1,168.81,167.17,168.81,0,,
2026-07-17 14:30,TCS,2266.60,2275.00,2266.10,2271.10,7.55,2260.16,1,2277.68,2260.16,2233.79,1,,
2026-07-17 14:30,ETERNAL,285.40,285.90,285.30,285.50,1.21,286.62,-1,286.62,284.61,287.42,0,,
2026-07-17 14:30,INFY,1095.10,1099.10,1095.00,1097.50,4.30,1103.50,-1,1103.50,1090.60,1094.78,-1,,
2026-07-17 14:30,HDFCAMC,2650.20,2658.80,2650.20,2658.00,10.19,2639.22,1,2659.59,2639.22,2641.18,0,,
2026-07-17 14:30,UNIONBANK,167.82,168.05,167.58,167.79,0.69,167.17,1,168.81,167.17,168.77,0,,
