time,symbol,open,high,low,close,atr,supertrend,trend,upper,lower,ema,position,signal,reason
2026-07-16 10:30,ADANIENSOL,1711.90,1731.10,1711.10,1722.20,10.11,1705.94,1,1736.26,1705.94,1682.84,0,,
2026-07-16 10:30,INFY,1090.50,1093.00,1089.50,1089.90,5.09,1083.62,1,1093.89,1083.62,1085.00,0,,
2026-07-16 10:30,LODHA,1192.85,1193.25,1184.85,1191.90,7.51,1177.79,1,1200.31,1177.79,1167.09,1,,
2026-07-16 10:30,ETERNAL,292.80,293.80,292.60,292.90,1.70,295.75,-1,295.75,291.36,291.53,0,,
2026-07-16 10:30,BAJAJHLDNG,10467.00,10482.00,10460.00,10482.00,29.19,10490.48,-1,10490.48,10428.38,10535.79,0,,
2026-07-16 10:45,ADANIENSOL,1723.00,1740.00,1722.20,1732.60,10.66,1715.11,1,1736.26,1715.11,1684.79,0,,
2026-07-16 10:45,INFY,1089.70,1092.80,1088.70,1091.60,5.01,1083.62,1,1093.89,1083.62,1085.26,0,,
2026-07-16 10:45,LODHA,1191.60,1194.60,1189.95,1190.00,7.30,1181.32,1,1200.31,1181.32,1167.99,1,,
2026-07-16 10:45,ETERNAL,292.95,293.30,292.90,293.05,1.61,295.51,-1,295.51,291.36,291.59,0,,
2026-07-16 10:45,BAJAJHLDNG,10481.00,10488.00,10429.00,10450.00,31.32,10490.48,-1,10490.48,10428.38,10532.42,0,,
2026-07-16 11:00,ADANIENSOL,1732.10,1743.60,1730.50,1730.50,10.83,1720.80,1,1736.26,1720.80,1686.58,0,,
2026-07-16 11:00,INFY,1091.70,1092.40,1087.80,1087.80,4.99,1083.62,1,1093.89,1083.62,1085.36,0,,
2026-07-16 11:00,ETERNAL,293.10,293.30,291.95,292.10,1.59,295.01,-1,295.01,291.36,291.61,0,,
2026-07-16 11:00,LODHA,1190.30,1192.90,1190.00,1192.40,6.99,1181.32,1,1200.31,1181.32,1168.94,1,,
2026-07-16 11:00,BAJAJHLDNG,10444.00,10501.00,10444.00,10448.00,33.16,10490.48,-1,10490.48,10428.38,10529.11,0,,
2026-07-16 11:15,INFY,1088.00,1088.50,1085.70,1088.30,4.83,1083.62,1,1093.89,1083.62,1085.48,0,,
2026-07-16 11:15,ETERNAL,292.05,292.70,290.50,290.55,1.63,294.05,-1,294.05,291.36,291.57,0,,
2026-07-16 11:15,LODHA,1192.75,1192.80,1181.25,1181.45,7.31,1181.32,1,1198.00,1181.32,1169.43,0,,
2026-07-16 11:15,ADANIENSOL,1731.10,1738.00,1730.40,1735.70,10.60,1720.80,1,1736.26,1720.80,1688.51,0,,
2026-07-16 11:15,BAJAJHLDNG,10451.00,10460.00,10445.00,10447.00,31.86,10490.48,-1,10490.48,10428.38,10525.89,0,,
2026-07-16 11:30,ETERNAL,290.50,290.75,286.00,287.25,1.86,291.16,-1,291.16,285.59,291.40,0,,
2026-07-16 11:30,LODHA,1182.00,1187.20,1181.50,1183.25,7.20,1181.32,1,1195.15,1181.32,1169.98,0,,
2026-07-16 11:30,ADANIENSOL,1735.50,1743.50,1734.10,1741.40,10.52,1723.03,1,1736.26,1723.03,1690.58,0,,
2026-07-16 11:30,INFY,1088.10,1089.20,1086.70,1088.50,4.66,1083.62,1,1093.89,1083.62,1085.60,0,,
2026-07-16 11:30,BAJAJHLDNG,10452.00,10454.00,10408.00,10412.00,32.87,10480.30,-1,10480.30,10428.38,10521.43,0,,
2026-07-16 11:45,BAJAJHLDNG,10420.00,10423.00,10400.00,10410.00,32.16,10459.75,-1,10459.75,10363.25,10517.06,0,,
2026-07-16 11:45,INFY,1088.40,1092.10,1087.50,1090.80,4.66,1083.62,1,1093.89,1083.62,1085.80,0,,
2026-07-16 11:45,ADANIENSOL,1741.50,1743.40,1725.40,1725.40,11.05,1723.03,1,1750.98,1723.03,1691.95,0,,
2026-07-16 11:45,LODHA,1183.40,1187.45,1182.00,1186.85,7.08,1181.32,1,1195.15,1181.32,1170.64,0,,
2026-07-16 11:45,ETERNAL,287.20,289.90,287.05,289.90,1.93,291.16,-1,291.16,285.59,291.34,0,,
2026-07-16 12:00,INFY,1091.20,1092.80,1089.50,1090.00,4.56,1084.31,1,1093.89,1084.31,1085.96,0,,
2026-07-16 12:00,LODHA,1186.90,1187.45,1184.55,1186.00,6.78,1181.32,1,1195.15,1181.32,1171.24,0,,
2026-07-16 12:00,ETERNAL,289.85,290.30,289.35,289.50,1.86,291.16,-1,291.16,287.04,291.27,0,,
2026-07-16 12:00,ADANIENSOL,1725.90,1727.80,1722.00,1725.30,10.68,1723.03,1,1740.91,1723.03,1693.26,0,,
2026-07-16 12:00,BAJAJHLDNG,10409.00,10415.00,10404.00,10410.00,30.65,10455.48,-1,10455.48,10363.52,10512.86,0,,
2026-07-16 12:15,INFY,1090.20,1093.40,1089.80,1092.00,4.49,1084.86,1,1093.89,1084.86,1086.20,0,,
2026-07-16 12:15,LODHA,1186.05,1190.55,1185.00,1188.75,6.69,1181.32,1,1195.15,1181.32,1171.93,0,,
2026-07-16 12:15,ETERNAL,289.40,290.30,289.40,290.05,1.79,291.16,-1,291.16,287.17,291.22,0,,
2026-07-16 12:15,ADANIENSOL,1725.80,1726.80,1720.30,1724.00,10.38,1723.03,1,1739.12,1723.03,1694.46,0,,
2026-07-16 12:15,BAJAJHLDNG,10416.00,10418.00,10407.00,10413.00,29.25,10455.48,-1,10455.48,10368.63,10508.94,0,,
2026-07-16 12:30,INFY,1092.20,1093.50,1091.30,1091.40,4.33,1085.91,1,1093.89,1085.91,1086.40,0,,
2026-07-16 12:30,ADANIENSOL,1724.60,1724.70,1715.00,1717.90,10.33,1735.34,-1,1735.34,1723.03,1695.38,0,,
2026-07-16 12:30,LODHA,1188.05,1188.40,1183.10,1183.85,6.62,1181.32,1,1195.15,1181.32,1172.39,0,,
2026-07-16 12:30,ETERNAL,290.00,290.25,289.10,289.10,1.74,291.16,-1,291.16,287.17,291.14,0,,
2026-07-16 12:30,BAJAJHLDNG,10414.00,10414.00,10401.00,10411.00,28.09,10449.63,-1,10449.63,10368.63,10505.10,0,,
2026-07-16 12:45,LODHA,1184.05,1186.00,1182.05,1182.80,6.43,1181.32,1,1193.66,1181.32,1172.80,0,,
2026-07-16 12:45,ETERNAL,289.05,289.80,289.00,289.35,1.68,291.16,-1,291.16,287.17,291.07,0,,
2026-07-16 12:45,ADANIENSOL,1717.80,1718.50,1709.60,1711.10,10.23,1729.39,-1,1729.39,1698.71,1696.00,0,,
2026-07-16 12:45,INFY,1091.80,1092.80,1090.20,1091.10,4.21,1085.91,1,1093.89,1085.91,1086.59,0,,
2026-07-16 12:45,BAJAJHLDNG,10404.00,10410.00,10400.00,10405.00,26.87,10445.30,-1,10445.30,10368.63,10501.18,0,,
2026-07-16 13:00,ETERNAL,289.40,289.65,288.50,288.55,1.64,291.16,-1,291.16,287.17,290.97,0,,
2026-07-16 13:00,ADANIENSOL,1710.70,1717.50,1709.00,1717.20,10.10,1728.41,-1,1728.41,1698.71,1696.83,0,,
2026-07-16 13:00,LODHA,1183.10,1185.35,1180.60,1184.35,6.31,1181.32,1,1192.44,1181.32,1173.26,0,,
2026-07-16 13:00,INFY,1090.90,1092.40,1089.80,1091.50,4.09,1085.91,1,1093.89,1085.91,1086.78,0,,
2026-07-16 13:00,BAJAJHLDNG,10398.00,10404.00,10392.00,10399.00,25.88,10436.82,-1,10436.82,10368.63,10497.17,0,,
2026-07-16 13:15,ADANIENSOL,1717.00,1719.70,1711.60,1715.50,9.96,1728.41,-1,1728.41,1700.71,1697.56,0,,
2026-07-16 13:15,ETERNAL,288.50,288.95,288.35,288.65,1.56,291.00,-1,291.00,287.17,290.88,0,,
2026-07-16 13:15,INFY,1091.80,1091.80,1088.40,1089.30,4.04,1085.91,1,1093.89,1085.91,1086.88,0,,
2026-07-16 13:15,LODHA,1184.10,1185.80,1181.95,1182.90,6.13,1181.32,1,1192.44,1181.32,1173.63,0,,
2026-07-16 13:15,BAJAJHLDNG,10404.00,10408.00,10395.00,10399.00,24.96,10436.82,-1,10436.82,10368.63,10493.32,0,,
2026-07-16 13:30,ADANIENSOL,1715.90,1716.50,1701.00,1702.60,10.36,1724.28,-1,1724.28,1700.71,1697.76,0,,
2026-07-16 13:30,LODHA,1182.85,1184.45,1181.35,1183.20,5.91,1181.32,1,1191.77,1181.32,1174.01,0,,
2026-07-16 13:30,INFY,1089.40,1089.40,1087.50,1087.50,3.89,1085.91,1,1093.89,1085.91,1086.90,0,,
2026-07-16 13:30,ETERNAL,288.60,288.65,287.65,288.05,1.52,290.44,-1,290.44,287.17,290.77,0,,
2026-07-16 13:30,BAJAJHLDNG,10400.00,10418.00,10380.00,10407.00,25.89,10436.82,-1,10436.82,10368.63,10489.93,0,,
2026-07-16 13:45,ETERNAL,288.15,288.95,287.95,288.60,1.49,290.44,-1,290.44,287.17,290.68,0,,
2026-07-16 13:45,LODHA,1183.50,1184.50,1176.40,1180.95,6.07,1189.56,-1,1189.56,1181.32,1174.28,0,,
2026-07-16 13:45,INFY,1087.80,1090.00,1087.50,1089.60,3.79,1085.91,1,1093.89,1085.91,1087.01,0,,
2026-07-16 13:45,ADANIENSOL,1702.70,1708.90,1702.30,1707.00,10.09,1720.73,-1,1720.73,1700.71,1698.12,0,,
2026-07-16 13:45,BAJAJHLDNG,10414.00,10426.00,10407.00,10417.00,25.40,10436.82,-1,10436.82,10378.40,10487.07,0,,
2026-07-16 14:00,ADANIENSOL,1707.60,1710.00,1707.20,1709.70,9.58,1720.73,-1,1720.73,1700.71,1698.57,0,,
2026-07-16 14:00,INFY,1089.70,1090.00,1088.40,1089.10,3.63,1085.91,1,1093.89,1085.91,1087.09,0,,
2026-07-16 14:00,ETERNAL,288.65,288.95,287.50,287.95,1.48,290.44,-1,290.44,287.17,290.57,0,,
2026-07-16 14:00,LODHA,1181.35,1183.20,1179.20,1182.00,5.92,1189.56,-1,1189.56,1172.32,1174.58,0,,
2026-07-16 14:00,BAJAJHLDNG,10418.00,10450.00,10418.00,10438.00,25.94,10395.09,1,10436.82,10395.09,10485.15,0,,
2026-07-16 14:15,LODHA,1182.20,1183.95,1179.50,1179.55,5.82,1189.56,-1,1189.56,1173.00,1174.78,0,,
2026-07-16 14:15,INFY,1089.00,1089.60,1087.70,1089.30,3.51,1085.91,1,1093.89,1085.91,1087.18,0,,
2026-07-16 14:15,ETERNAL,288.00,288.35,287.75,288.05,1.42,290.18,-1,290.18,287.17,290.47,0,,
2026-07-16 14:15,BAJAJHLDNG,10434.00,10460.00,10416.00,10430.00,27.23,10397.16,1,10478.84,10397.16,10482.99,0,,
2026-07-16 14:15,ADANIENSOL,1709.20,1714.00,1706.00,1706.40,9.47,1720.73,-1,1720.73,1700.71,1698.88,0,,
2026-07-16 14:30,INFY,1089.70,1090.00,1088.10,1089.00,3.39,1085.91,1,1093.89,1085.91,1087.25,0,,
2026-07-16 14:30,LODHA,1181.15,1181.40,1179.85,1180.00,5.53,1188.93,-1,1188.93,1173.00,1174.98,0,,
2026-07-16 14:30,ADANIENSOL,1705.90,1706.00,1696.60,1697.30,9.49,1715.54,-1,1715.54,1700.71,1698.82,0,,
2026-07-16 14:30,ETERNAL,288.00,288.40,287.50,287.50,1.38,290.02,-1,290.02,287.17,290.36,0,,
2026-07-16 14:30,BAJAJHLDNG,10432.00,10440.00,10423.00,10433.00,26.50,10397.16,1,10471.25,10397.16,10481.03,0,EXIT,trail SL | st=10397.16
