time,symbol,open,high,low,close,atr,supertrend,trend,upper,lower,ema,position,signal,reason
2026-07-15 13:00,JIOFIN,235.81,236.33,235.70,235.84,0.66,237.01,-1,237.01,235.02,237.75,0,,
2026-07-15 13:00,HCLTECH,1162.30,1165.80,1161.60,1165.40,5.68,1172.22,-1,1172.22,1158.99,1176.50,-1,,
2026-07-15 13:00,ADANIENSOL,1669.00,1673.90,1666.50,1668.80,8.76,1683.34,-1,1683.34,1657.06,1677.10,0,,
2026-07-15 13:00,UNIONBANK,174.89,177.00,173.24,174.03,2.18,172.62,1,175.75,172.62,170.38,0,,
2026-07-15 13:00,LODHA,1157.55,1158.75,1155.60,1157.30,5.67,1165.68,-1,1165.68,1153.65,1164.98,-1,,
2026-07-15 13:15,UNIONBANK,173.89,175.01,172.65,172.82,2.19,172.62,1,175.75,172.62,170.47,0,,
2026-07-15 13:15,LODHA,1157.25,1158.25,1154.45,1155.30,5.54,1164.66,-1,1164.66,1153.65,1164.60,-1,,
2026-07-15 13:15,JIOFIN,235.90,236.40,235.76,236.20,0.66,237.01,-1,237.01,235.09,237.69,0,,
2026-07-15 13:15,HCLTECH,1165.70,1167.00,1164.40,1165.30,5.46,1172.22,-1,1172.22,1158.99,1176.06,0,,
2026-07-15 13:15,ADANIENSOL,1668.50,1675.60,1667.20,1673.40,8.73,1683.34,-1,1683.34,1658.30,1676.95,0,,
2026-07-15 13:30,UNIONBANK,172.78,173.39,172.00,173.30,2.13,172.62,1,175.75,172.62,170.58,0,,
2026-07-15 13:30,LODHA,1154.90,1158.80,1152.00,1158.70,5.63,1163.84,-1,1163.84,1153.65,1164.37,-1,,
2026-07-15 13:30,JIOFIN,236.26,236.31,235.81,235.95,0.65,237.01,-1,237.01,235.09,237.62,0,,
2026-07-15 13:30,HCLTECH,1165.70,1165.70,1164.10,1164.70,5.19,1172.22,-1,1172.22,1158.99,1175.62,0,,
2026-07-15 13:30,ADANIENSOL,1673.30,1675.40,1671.40,1672.50,8.39,1683.34,-1,1683.34,1660.81,1676.78,0,,
2026-07-15 13:45,UNIONBANK,173.35,173.96,172.98,173.22,2.05,172.62,1,175.75,172.62,170.69,0,,
2026-07-15 13:45,LODHA,1158.90,1164.40,1157.50,1161.75,5.72,1163.84,-1,1163.84,1153.65,1164.26,0,,
2026-07-15 13:45,HCLTECH,1165.00,1167.40,1164.00,1167.40,5.06,1172.22,-1,1172.22,1158.99,1175.30,0,,
2026-07-15 13:45,JIOFIN,235.96,236.43,235.86,236.30,0.65,237.01,-1,237.01,235.18,237.57,0,,
2026-07-15 13:45,ADANIENSOL,1672.70,1677.60,1671.00,1677.10,8.27,1683.34,-1,1683.34,1661.90,1676.79,0,,
2026-07-15 14:00,LODHA,1162.25,1164.70,1160.75,1162.00,5.59,1163.84,-1,1163.84,1154.34,1164.17,0,,
2026-07-15 14:00,UNIONBANK,173.29,173.77,172.85,173.32,1.97,172.62,1,175.75,172.62,170.79,0,,
2026-07-15 14:00,JIOFIN,236.35,236.56,236.25,236.48,0.62,237.01,-1,237.01,235.47,237.53,0,,
2026-07-15 14:00,HCLTECH,1167.00,1169.70,1167.00,1167.70,4.89,1172.22,-1,1172.22,1161.02,1175.00,0,,
2026-07-15 14:00,ADANIENSOL,1676.60,1686.70,1676.60,1682.60,8.40,1683.34,-1,1683.34,1669.06,1677.02,0,,
2026-07-15 14:15,HCLTECH,1168.00,1169.90,1167.30,1168.30,4.73,1172.22,-1,1172.22,1161.51,1174.74,0,,
2026-07-15 14:15,UNIONBANK,173.24,173.33,172.79,172.83,1.87,172.62,1,175.75,172.62,170.87,0,,
2026-07-15 14:15,LODHA,1162.45,1164.00,1157.40,1158.70,5.66,1163.84,-1,1163.84,1154.34,1163.96,0,,
2026-07-15 14:15,ADANIENSOL,1682.70,1685.40,1679.20,1680.40,8.24,1683.34,-1,1683.34,1669.94,1677.15,0,,
2026-07-15 14:15,JIOFIN,236.45,236.79,236.34,236.58,0.61,237.01,-1,237.01,235.65,237.49,0,,
2026-07-15 14:30,HCLTECH,1168.40,1169.70,1165.20,1169.10,4.71,1172.22,-1,1172.22,1161.51,1174.51,0,,
2026-07-15 14:30,LODHA,1160.25,1163.45,1159.40,1161.50,5.60,1163.84,-1,1163.84,1154.34,1163.86,0,,
2026-07-15 14:30,UNIONBANK,172.80,173.60,172.55,172.94,1.81,172.62,1,175.75,172.62,170.95,0,,
2026-07-15 14:30,ADANIENSOL,1680.50,1683.80,1676.90,1677.70,8.14,1683.34,-1,1683.34,1669.94,1677.17,0,,
2026-07-15 14:30,JIOFIN,236.68,237.36,236.52,237.29,0.63,236.00,1,237.01,236.00,237.48,0,,
